Nome/Dono;	URL;	Linguagem Primária;	Pull Requests Aceitas;	Releases;	Issues Fechadas;	Total de Issues;	Data de Criação;	Última Atualização;
clojure/clojure;	https://github.com/clojure/clojure;	Java;	1;	0;	0;	0;	2010-06-29T20:03:33Z;	2020-05-10T22:32:11Z;
mission-peace/interview;	https://github.com/mission-peace/interview;	Java;	72;	0;	25;	73;	2014-07-20T21:27:31Z;	2020-05-10T17:26:47Z;
koral--/android-gif-drawable;	https://github.com/koral--/android-gif-drawable;	Java;	102;	52;	570;	606;	2013-01-30T01:37:46Z;	2020-05-09T11:59:05Z;
laobie/StatusBarUtil;	https://github.com/laobie/StatusBarUtil;	Java;	6;	0;	178;	276;	2016-02-15T03:06:06Z;	2020-05-09T09:23:33Z;
Freelander/Android_Data;	https://github.com/Freelander/Android_Data;	Java;	5;	0;	5;	7;	2015-04-04T01:37:44Z;	2020-05-10T18:23:31Z;
gyf-dev/ImmersionBar;	https://github.com/gyf-dev/ImmersionBar;	Java;	1;	0;	396;	445;	2017-04-19T05:10:09Z;	2020-05-10T10:39:04Z;
florent37/MaterialViewPager;	https://github.com/florent37/MaterialViewPager;	Java;	27;	11;	138;	325;	2015-04-24T17:53:15Z;	2020-05-10T13:17:22Z;
janishar/mit-deep-learning-book-pdf;	https://github.com/janishar/mit-deep-learning-book-pdf;	Java;	5;	3;	4;	9;	2017-04-07T10:46:50Z;	2020-05-10T20:13:44Z;
apache/zookeeper;	https://github.com/apache/zookeeper;	Java;	1;	0;	0;	0;	2009-03-27T15:41:56Z;	2020-05-10T14:42:04Z;
square/javapoet;	https://github.com/square/javapoet;	Java;	314;	0;	282;	341;	2013-02-01T16:56:30Z;	2020-05-10T16:14:06Z;
MyCATApache/Mycat-Server;	https://github.com/MyCATApache/Mycat-Server;	Java;	935;	6;	610;	1335;	2014-12-04T02:46:54Z;	2020-05-11T01:26:24Z;
didi/VirtualAPK;	https://github.com/didi/VirtualAPK;	Java;	9;	4;	243;	344;	2017-06-29T07:25:05Z;	2020-05-09T03:04:12Z;
justauth/JustAuth;	https://github.com/justauth/JustAuth;	Java;	38;	30;	13;	29;	2019-01-31T09:42:20Z;	2020-05-11T01:20:58Z;
HannahMitt/HomeMirror;	https://github.com/HannahMitt/HomeMirror;	Java;	11;	0;	21;	53;	2015-08-23T03:20:08Z;	2020-05-07T04:59:53Z;
jhy/jsoup;	https://github.com/jhy/jsoup;	Java;	113;	2;	951;	1060;	2009-12-19T01:29:58Z;	2020-05-11T00:36:04Z;
junit-team/junit4;	https://github.com/junit-team/junit4;	Java;	449;	11;	670;	783;	2009-01-13T03:41:26Z;	2020-05-11T00:48:44Z;
paascloud/paascloud-master;	https://github.com/paascloud/paascloud-master;	Java;	3;	0;	41;	105;	2018-03-17T05:40:43Z;	2020-05-11T01:20:16Z;
chrisbanes/cheesesquare;	https://github.com/chrisbanes/cheesesquare;	Java;	3;	1;	0;	0;	2015-05-28T22:54:34Z;	2020-05-10T16:58:58Z;
GcsSloop/AndroidNote;	https://github.com/GcsSloop/AndroidNote;	Java;	10;	0;	49;	89;	2016-01-04T23:51:36Z;	2020-05-10T19:52:28Z;
lionsoul2014/ip2region;	https://github.com/lionsoul2014/ip2region;	Java;	36;	0;	93;	110;	2015-11-02T00:43:13Z;	2020-05-11T00:58:26Z;
lihengming/spring-boot-api-project-seed;	https://github.com/lihengming/spring-boot-api-project-seed;	Java;	1;	4;	103;	193;	2017-06-23T10:06:30Z;	2020-05-11T01:02:31Z;
lihengming/spring-boot-api-project-seed;	https://github.com/lihengming/spring-boot-api-project-seed;	Java;	1;	4;	103;	193;	2017-06-23T10:06:30Z;	2020-05-11T01:02:31Z;
neo4j/neo4j;	https://github.com/neo4j/neo4j;	Java;	7935;	72;	2557;	2764;	2012-11-12T08:46:15Z;	2020-05-10T10:44:54Z;
antlr/antlr4;	https://github.com/antlr/antlr4;	Java;	954;	19;	1021;	1526;	2010-02-04T01:36:28Z;	2020-05-10T13:49:41Z;
hackware1993/MagicIndicator;	https://github.com/hackware1993/MagicIndicator;	Java;	3;	11;	87;	227;	2016-06-26T08:20:43Z;	2020-05-10T15:45:39Z;
alibaba/atlas;	https://github.com/alibaba/atlas;	Java;	31;	7;	248;	327;	2017-02-28T06:31:43Z;	2020-05-11T01:12:37Z;
dropwizard/dropwizard;	https://github.com/dropwizard/dropwizard;	Java;	1684;	85;	1246;	1267;	2011-01-19T19:52:29Z;	2020-05-10T05:42:58Z;
ChrisRM/material-theme-jetbrains;	https://github.com/ChrisRM/material-theme-jetbrains;	Java;	67;	17;	1484;	1486;	2015-09-23T07:15:04Z;	2020-05-09T18:34:19Z;
Netflix/SimianArmy;	https://github.com/Netflix/SimianArmy;	Java;	191;	4;	66;	104;	2012-07-06T22:00:05Z;	2020-05-09T09:19:16Z;
ben-manes/caffeine;	https://github.com/ben-manes/caffeine;	Java;	42;	42;	328;	345;	2014-12-13T08:45:11Z;	2020-05-10T10:07:35Z;
seaswalker/spring-analysis;	https://github.com/seaswalker/spring-analysis;	Java;	3;	0;	3;	7;	2016-09-09T07:46:32Z;	2020-05-11T01:33:03Z;
