Nome/Dono;	URL;	Linguagem Primária;	Pull Requests Aceitas;	Releases;	Issues Fechadas;	Total de Issues;	Data de Criação;	Última Atualização;
usefathom/fathom;	https://github.com/usefathom/fathom;	Go;	37;	6;	220;	251;	2016-11-19T21:34:03Z;	2020-05-10T22:35:23Z;
hybridgroup/gobot;	https://github.com/hybridgroup/gobot;	Go;	300;	38;	222;	340;	2013-09-21T14:09:19Z;	2020-05-10T21:03:49Z;
henrylee2cn/pholcus;	https://github.com/henrylee2cn/pholcus;	Go;	29;	1;	80;	82;	2015-07-03T15:40:41Z;	2020-05-09T16:26:33Z;
mailhog/MailHog;	https://github.com/mailhog/MailHog;	Go;	30;	22;	118;	231;	2014-04-16T22:28:49Z;	2020-05-10T12:08:03Z;
sosedoff/pgweb;	https://github.com/sosedoff/pgweb;	Go;	154;	37;	226;	258;	2014-10-09T01:41:32Z;	2020-05-10T18:03:50Z;
graphql-go/graphql;	https://github.com/graphql-go/graphql;	Go;	175;	12;	147;	263;	2015-07-19T12:25:43Z;	2020-05-11T01:20:04Z;
fabiolb/fabio;	https://github.com/fabiolb/fabio;	Go;	131;	53;	376;	569;	2015-10-16T16:25:43Z;	2020-05-10T21:44:50Z;
tidwall/gjson;	https://github.com/tidwall/gjson;	Go;	13;	1;	132;	139;	2016-08-11T03:08:47Z;	2020-05-10T19:17:08Z;
tomnomnom/gron;	https://github.com/tomnomnom/gron;	Go;	16;	28;	30;	51;	2012-09-08T00:46:07Z;	2020-05-10T18:32:48Z;
schachmat/wego;	https://github.com/schachmat/wego;	Go;	5;	1;	77;	101;	2014-11-21T18:09:53Z;	2020-05-10T13:45:26Z;
linuxkit/linuxkit;	https://github.com/linuxkit/linuxkit;	Go;	2331;	6;	707;	930;	2015-11-26T14:48:52Z;	2020-05-10T23:06:57Z;
jroimartin/gocui;	https://github.com/jroimartin/gocui;	Go;	11;	5;	103;	146;	2014-01-04T02:50:20Z;	2020-05-10T19:22:27Z;
inlets/inlets;	https://github.com/inlets/inlets;	Go;	54;	42;	78;	94;	2018-12-23T20:02:13Z;	2020-05-10T22:45:43Z;
tinygo-org/tinygo;	https://github.com/tinygo-org/tinygo;	Go;	603;	16;	222;	301;	2018-06-07T16:39:19Z;	2020-05-10T21:17:32Z;
direnv/direnv;	https://github.com/direnv/direnv;	Go;	195;	37;	244;	381;	2011-01-04T12:46:15Z;	2020-05-10T23:45:30Z;
hashicorp/nomad;	https://github.com/hashicorp/nomad;	Go;	4276;	18;	2436;	3059;	2015-06-01T10:21:00Z;	2020-05-10T14:30:08Z;
crawlab-team/crawlab;	https://github.com/crawlab-team/crawlab;	Go;	355;	23;	250;	347;	2019-02-10T06:01:59Z;	2020-05-10T05:35:38Z;
dapr/dapr;	https://github.com/dapr/dapr;	Go;	730;	19;	556;	703;	2019-06-19T00:49:06Z;	2020-05-10T23:48:04Z;
XiaoMi/soar;	https://github.com/XiaoMi/soar;	Go;	45;	5;	155;	196;	2018-10-08T10:05:29Z;	2020-05-10T03:53:05Z;
360EntSecGroup-Skylar/excelize;	https://github.com/360EntSecGroup-Skylar/excelize;	Go;	110;	10;	420;	492;	2016-08-29T12:32:12Z;	2020-05-11T01:36:20Z;
coredns/coredns;	https://github.com/coredns/coredns;	Go;	1963;	48;	1437;	1498;	2016-03-18T20:56:45Z;	2020-05-10T23:33:26Z;
go-xorm/xorm;	https://github.com/go-xorm/xorm;	Go;	340;	14;	0;	0;	2013-05-09T02:35:04Z;	2020-05-10T23:53:21Z;
